County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Allegheny,19.83117811,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Beaver,0.300951005,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Jefferson,4.794082732,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Wayne,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,64,64,42,127,"(41.6496980525, -75.3051535022)"
Venango,6.786102063,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Philadelphia,32.73360872,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,51,51,42,101,"(40.0044435384, -75.140236002)"
Snyder,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Luzerne,13.29791424,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Washington,2.797904466,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Berks,12.28588305,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Franklin,52.30721425,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Montgomery,59.42077933,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,46,46,42,091,"(40.209898739, -75.3725200072)"
Somerset,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,56,56,42,111,"(39.9714629901, -79.0310020611)"
Lebanon,2.075074774,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Northumberland,6.502655251,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Westmoreland,6.97620999,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,65,65,42,129,"(40.3103149985, -79.471341176)"
York,2.578024471,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Montgomery,6.294827951,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,46,46,42,091,"(40.209898739, -75.3725200072)"
Clinton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Clinton,3.846351095,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Carbon,2.818974833,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Mercer,13.77961506,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
Somerset,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,56,56,42,111,"(39.9714629901, -79.0310020611)"
Cambria,3.231770559,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Lackawanna,1.565754575,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Lawrence,1.837623035,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Fulton,76.09130957,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Chester,0.59696549,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Snyder,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Luzerne,121.4866674,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,40,40,42,079,"(41.1783643884, -75.991996098)"
Warren,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,62,62,42,123,"(41.8167523652, -79.278581578)"
Sullivan,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,No Emergency Department Identified in County.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Susquehanna,2.927900451,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Somerset,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,56,56,42,111,"(39.9714629901, -79.0310020611)"
Lehigh,1.828133612,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Chester,5.468974163,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Philadelphia,4.478566454,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,51,51,42,101,"(40.0044435384, -75.140236002)"
Delaware,1.700029751,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Indiana,1.530257907,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Lancaster,19.71400805,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,36,36,42,071,"(40.0459079619, -76.2513876838)"
Warren,5.295141078,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,62,62,42,123,"(41.8167523652, -79.278581578)"
Tioga,51.36986301,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Union,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,60,60,42,119,"(40.9647313096, -77.0641580308)"
Fulton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Fulton,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,29,29,42,057,"(39.9248751086, -78.1148504535)"
Berks,67.130014,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Indiana,0.588560734,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Pennsylvania,1.06750697,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
Warren,27.24404933,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,62,62,42,123,"(41.8167523652, -79.278581578)"
Crawford,1.044580369,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Montgomery,0.992645946,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,46,46,42,091,"(40.209898739, -75.3725200072)"
Erie,19.24655402,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Blair,2.186996282,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
Lycoming,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Tioga,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Cameron,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Venango,52.09047293,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Centre,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,14,14,42,027,"(40.9193135008, -77.8250011212)"
Pike,1.256935591,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,52,52,42,103,"(41.332571995, -75.0327092448)"
Delaware,38.92427459,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Beaver,82.91174817,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Juniata,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,No Emergency Department Identified in County.,34,34,42,067,"(40.5343300836, -77.405775001)"
Schuylkill,11.22263606,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Juniata,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,34,34,42,067,"(40.5343300836, -77.405775001)"
Allegheny,4.08814699,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Cambria,89.31556574,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Greene,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,30,30,42,059,"(39.8548039342, -80.2294381655)"
Fayette,10.1137608,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,26,26,42,051,"(39.919447803, -79.6518963464)"
Montour,3.830998249,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Union,14.17160526,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Mercer,5.100671141,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,43,43,42,085,"(41.302377765, -80.2600941079)"
Northumberland,47.47184809,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Forest,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Erie,1.129157394,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Beaver,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,4,04,42,007,"(40.6834924548, -80.3510735648)"
Erie,15.70751523,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Mifflin,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,44,44,42,087,"(40.6127492804, -77.6200308901)"
Centre,179.4397644,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Perry,7.587746873,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Lehigh,9.249810365,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Bedford,1.031353135,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Jefferson,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Clearfield,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Mercer,2.505592841,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
Potter,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,53,53,42,105,"(41.7442064382, -77.8987922939)"
Warren,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,62,62,42,123,"(41.8167523652, -79.278581578)"
York,32.70111184,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,1 additional facility began reporting during Q2 2018.,67,67,42,133,"(39.9219253124, -76.7257605231)"
Centre,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,14,14,42,027,"(40.9193135008, -77.8250011212)"
Tioga,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,59,59,42,117,"(41.7733383358, -77.2578807579)"
